pt_name,pt_code,soc_name,soc_code
glossitis,10018386.0,Gastrointestinal disorders,10017947.0
glossodynia,10018388.0,Gastrointestinal disorders,10017947.0
glucose tolerance impaired,10018429.0,Metabolism and nutrition disorders,10027433.0
glucose urine present,10018478.0,Investigations,10022891.0
glutamate dehydrogenase increased,10049483.0,Investigations,10022891.0
glycosylated haemoglobin abnormal,10018481.0,Investigations,10022891.0
glycosylated haemoglobin increased,10018484.0,Investigations,10022891.0
goitre,10018498.0,Endocrine disorders,10014698.0
gout,10018627.0,Metabolism and nutrition disorders,10027433.0
granulocyte count decreased,10018681.0,Investigations,10022891.0
granulocytes abnormal,10018685.0,Investigations,10022891.0
granulocytopenia,10018687.0,Blood and lymphatic system disorders,10005329.0
granulocytosis,10018690.0,Blood and lymphatic system disorders,10005329.0
gravitational oedema,10018713.0,General disorders and administration site conditions,10018065.0
grip strength decreased,10062556.0,Investigations,10022891.0
groin abscess,10050269.0,Infections and infestations,10021881.0
groin pain,10018735.0,Musculoskeletal and connective tissue disorders,10028395.0
growth failure,10071095.0,Musculoskeletal and connective tissue disorders,10028395.0
h1n1 influenza,10069767.0,Infections and infestations,10021881.0
haemangioma,10018814.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
haemangioma of bone,10072572.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
haemangioma of liver,10018821.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
haemangioma rupture,10084040.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
haematemesis,10018830.0,Gastrointestinal disorders,10017947.0
haematochezia,10018836.0,Gastrointestinal disorders,10017947.0
haematocrit,10018837.0,Investigations,10022891.0
haematocrit abnormal,10049221.0,Investigations,10022891.0
haematocrit decreased,10018838.0,Investigations,10022891.0
haematocrit increased,10018840.0,Investigations,10022891.0
,,,
haematological malignancy,10066476.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
haematology test abnormal,10057755.0,Investigations,10022891.0
haematoma,10018852.0,Vascular disorders,10047065.0
haematoma infection,10051564.0,Infections and infestations,10021881.0
haematotoxicity,10061188.0,Blood and lymphatic system disorders,10005329.0
haematuria,10018867.0,Renal and urinary disorders,10038359.0
haemobilia,10058947.0,Hepatobiliary disorders,10019805.0
haemochromatosis,10018872.0,Metabolism and nutrition disorders,10027433.0
haemodynamic instability,10052076.0,Vascular disorders,10047065.0
haemoglobin abnormal,10018879.0,Investigations,10022891.0
haemoglobin decreased,10018884.0,Investigations,10022891.0
haemoglobin distribution width increased,10064790.0,Investigations,10022891.0
haemoglobin increased,10018888.0,Investigations,10022891.0
haemoglobin urine present,10018909.0,Investigations,10022891.0
haemoglobinaemia,10018901.0,Blood and lymphatic system disorders,10005329.0
haemolysis,10018910.0,Blood and lymphatic system disorders,10005329.0
haemolytic anaemia,10018916.0,Blood and lymphatic system disorders,10005329.0
haemolytic uraemic syndrome,10018932.0,Blood and lymphatic system disorders,10005329.0
haemophagocytic lymphohistiocytosis,10071583.0,Immune system disorders,10021428.0
haemophilia,10061992.0,"Congenital, familial and genetic disorders",10010331.0
haemoptysis,10018964.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
haemorrhage,10055798.0,Vascular disorders,10047065.0
haemorrhage intracranial,10018985.0,Nervous system disorders,10029205.0
haemorrhage subcutaneous,10018999.0,Skin and subcutaneous tissue disorders,10040785.0
haemorrhage urinary tract,10055847.0,Renal and urinary disorders,10038359.0
haemorrhagic cyst,10059189.0,General disorders and administration site conditions,10018065.0
haemorrhagic diathesis,10062713.0,Blood and lymphatic system disorders,10005329.0
haemorrhagic disorder,10019009.0,Blood and lymphatic system disorders,10005329.0
haemorrhagic erosive gastritis,10067786.0,Gastrointestinal disorders,10017947.0
haemorrhagic transformation stroke,10055677.0,Nervous system disorders,10029205.0
haemorrhoidal haemorrhage,10054787.0,Gastrointestinal disorders,10017947.0
haemorrhoids,10019022.0,Gastrointestinal disorders,10017947.0
haemothorax,10019027.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
hair colour changes,10019030.0,Skin and subcutaneous tissue disorders,10040785.0
hair disorder,10019037.0,Skin and subcutaneous tissue disorders,10040785.0
hair growth abnormal,10019044.0,Skin and subcutaneous tissue disorders,10040785.0
hair growth rate abnormal,10079335.0,Skin and subcutaneous tissue disorders,10040785.0
hair injury,10074924.0,"Injury, poisoning and procedural complications",10022117.0
hair texture abnormal,10019049.0,Skin and subcutaneous tissue disorders,10040785.0
hairy cell leukaemia,10019053.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
hallucination,10019063.0,Psychiatric disorders,10037175.0
"hallucination, visual",10019075.0,Psychiatric disorders,10037175.0
hand deformity,10061194.0,Musculoskeletal and connective tissue disorders,10028395.0
hand fracture,10019114.0,"Injury, poisoning and procedural complications",10022117.0
hand-eye coordination impaired,10072649.0,Nervous system disorders,10029205.0
head banging,10019191.0,Psychiatric disorders,10037175.0
head discomfort,10019194.0,Nervous system disorders,10029205.0
head injury,10019196.0,"Injury, poisoning and procedural complications",10022117.0
headache,10019211.0,Nervous system disorders,10029205.0
hearing disability,10053194.0,Social circumstances,10041244.0
heart alternation,10058155.0,Cardiac disorders,10007541.0
heart rate abnormal,10019300.0,Investigations,10022891.0
heart rate decreased,10019301.0,Investigations,10022891.0
heart rate increased,10019303.0,Investigations,10022891.0
heart rate irregular,10019304.0,Investigations,10022891.0
heart sounds abnormal,10019311.0,Investigations,10022891.0
heart valve incompetence,10067660.0,Cardiac disorders,10007541.0
heat exhaustion,10019332.0,"Injury, poisoning and procedural complications",10022117.0
heat illness,10068188.0,"Injury, poisoning and procedural complications",10022117.0
heat stroke,10019345.0,"Injury, poisoning and procedural complications",10022117.0
heavy menstrual bleeding,10085423.0,Reproductive system and breast disorders,10038604.0
helicobacter gastritis,10054272.0,Infections and infestations,10021881.0
helicobacter infection,10054263.0,Infections and infestations,10021881.0
helminthic infection,10061201.0,Infections and infestations,10021881.0
helplessness,10077169.0,Psychiatric disorders,10037175.0
hemianopia homonymous,10019456.0,Nervous system disorders,10029205.0
hemiparesis,10019465.0,Nervous system disorders,10029205.0
hemiplegia,10019468.0,Nervous system disorders,10029205.0
heparin-induced thrombocytopenia,10062506.0,Blood and lymphatic system disorders,10005329.0
hepatic adenoma,10019629.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
hepatic calcification,10065274.0,Hepatobiliary disorders,10019805.0
hepatic cancer,10073069.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
hepatic cancer metastatic,10055110.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
hepatic cirrhosis,10019641.0,Hepatobiliary disorders,10019805.0
hepatic cyst,10019646.0,Hepatobiliary disorders,10019805.0
hepatic cytolysis,10049199.0,Hepatobiliary disorders,10019805.0
hepatic echinococciasis,10019659.0,Infections and infestations,10021881.0
hepatic encephalopathy,10019660.0,Nervous system disorders,10029205.0
hepatic enzyme abnormal,10062685.0,Investigations,10022891.0
hepatic enzyme decreased,10060794.0,Investigations,10022891.0
hepatic enzyme increased,10060795.0,Investigations,10022891.0
hepatic failure,10019663.0,Hepatobiliary disorders,10019805.0
hepatic fibrosis,10019668.0,Hepatobiliary disorders,10019805.0
hepatic function abnormal,10019670.0,Hepatobiliary disorders,10019805.0
hepatic hypertrophy,10076254.0,Hepatobiliary disorders,10019805.0
hepatic infection,10056522.0,Infections and infestations,10021881.0
hepatic lesion,10061998.0,Hepatobiliary disorders,10019805.0
hepatic mass,10057110.0,Hepatobiliary disorders,10019805.0
hepatic necrosis,10019692.0,Hepatobiliary disorders,10019805.0
hepatic neoplasm,10019695.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
hepatic pain,10019705.0,Hepatobiliary disorders,10019805.0
hepatic steatosis,10019708.0,Hepatobiliary disorders,10019805.0
hepatic vascular thrombosis,10074494.0,Hepatobiliary disorders,10019805.0
hepatitis,10019717.0,Hepatobiliary disorders,10019805.0
hepatitis a,10019719.0,Infections and infestations,10021881.0
hepatitis acute,10019727.0,Hepatobiliary disorders,10019805.0
hepatitis b,10019731.0,Infections and infestations,10021881.0
hepatitis b core antibody positive,10071344.0,Investigations,10022891.0
hepatitis b reactivation,10058827.0,Infections and infestations,10021881.0
hepatitis c,10019744.0,Infections and infestations,10021881.0
hepatitis cholestatic,10019754.0,Hepatobiliary disorders,10019805.0
hepatitis e,10019768.0,Infections and infestations,10021881.0
hepatitis fulminant,10019772.0,Hepatobiliary disorders,10019805.0
hepatitis toxic,10019795.0,Hepatobiliary disorders,10019805.0
hepatobiliary disease,10062000.0,Hepatobiliary disorders,10019805.0
hepatocellular injury,10019837.0,Hepatobiliary disorders,10019805.0
hepatomegaly,10019842.0,Hepatobiliary disorders,10019805.0
hepatorenal failure,10019845.0,Hepatobiliary disorders,10019805.0
hepatorenal syndrome,10019846.0,Hepatobiliary disorders,10019805.0
hepatotoxicity,10019851.0,Hepatobiliary disorders,10019805.0
her2 negative breast cancer,10083232.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
her2 positive breast cancer,10065430.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
hernia,10019909.0,General disorders and administration site conditions,10018065.0
hernia pain,10049077.0,General disorders and administration site conditions,10018065.0
herpes oesophagitis,10052330.0,Infections and infestations,10021881.0
herpes ophthalmic,10062004.0,Infections and infestations,10021881.0
herpes pharyngitis,10066888.0,Infections and infestations,10021881.0
herpes simplex,10019948.0,Infections and infestations,10021881.0
herpes virus infection,10019973.0,Infections and infestations,10021881.0
herpes zoster,10019974.0,Infections and infestations,10021881.0
herpes zoster oticus,10063491.0,Infections and infestations,10021881.0
hiatus hernia,10020028.0,Gastrointestinal disorders,10017947.0
hiccups,10020039.0,"Respiratory, thoracic and mediastinal disorders",10038738.0
hidradenitis,10020040.0,Skin and subcutaneous tissue disorders,10040785.0
high density lipoprotein abnormal,10020051.0,Investigations,10022891.0
high density lipoprotein decreased,10020060.0,Investigations,10022891.0
high density lipoprotein increased,10020061.0,Investigations,10022891.0
hilar lymphadenopathy,10020094.0,Blood and lymphatic system disorders,10005329.0
hip deformity,10061209.0,Musculoskeletal and connective tissue disorders,10028395.0
hip fracture,10020100.0,"Injury, poisoning and procedural complications",10022117.0
histamine intolerance,10068652.0,Metabolism and nutrition disorders,10027433.0
histamine level increased,10060051.0,Investigations,10022891.0
hiv infection,10020161.0,Infections and infestations,10021881.0
hordeolum,10020377.0,Infections and infestations,10021881.0
hormone level abnormal,10061210.0,Investigations,10022891.0
hormone receptor positive breast cancer,10083234.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
hormone receptor positive her2 negative breast cancer,10085481.0,"Neoplasms benign, malignant and unspecified (incl cysts and polyps)",10029104.0
horner's syndrome,10020392.0,Nervous system disorders,10029205.0
hospice care,10067973.0,Surgical and medical procedures,10042613.0
hospitalisation,10054112.0,Surgical and medical procedures,10042613.0
hot flush,10060800.0,Vascular disorders,10047065.0
human epidermal growth factor receptor negative,10077481.0,Investigations,10022891.0
,,,
humerus fracture,10020462.0,"Injury, poisoning and procedural complications",10022117.0
humoral immune defect,10020464.0,Immune system disorders,10021428.0
hunger,10020466.0,General disorders and administration site conditions,10018065.0
